Name,Team,GS,IP,Balls,Strikes,Pitches,FB%,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv
Aaron Thompson,Pirates,1,4.1,28,40,68,57.40,88.30,11.8,84.10,,,,,30.9,82.20,,,,
Jim Johnson,Angels,1,1.1,11,14,25,68.0,93.90,,,,,16.0,79.50,16.0,88.30,,,,
Enny Romero,Rays,1,4.2,32,38,70,78.6,93.90,10.0,82.40,,,,,11.4,84.80,,,,
Matt Albers,White Sox,1,2,9,16,25,88.0,92.10,12.0,87.00,,,,,,,,,,
Jeurys Familia,Mets,1,4,42,33,75,74.7,95.30,18.7,83.10,,,,,6.7,87.80,,,,
Gonzalez Germen,Rockies,1,3,12,22,34,61.8,93.70,8.8,87.00,,,,,29.4,85.30,,,,
Dellin Betances,Yankees,1,2,21,23,44,61.4,93.20,,,,,25.0,83.50,13.6,86.50,,,,
Nick Vincent,Mariners,1,2,9,17,26,69.2,89.70,,,26.9,87.40,,,3.9,84.00,,,,
Dan Jennings,Brewers,1,0.1,1,2,3,33.3,92.00,66.7,83.00,,,,,,,,,,
Nick Greenwood,Cardinals,1,3,12,24,36,63.9,87.30,19.4,79.60,,,5.6,72.00,11.1,81.30,,,,
John Axford,Blue Jays,1,3,14,24,38,68.4,95.00,,,5.3,91.50,26.3,80.00,,,,,,
Alex Wilson,Tigers,1,3,14,29,43,62.8,92.10,2.3,85.00,27.9,86.80,,,7.0,87.00,,,,
Matt Grace,Nationals,1,4.1,20,32,52,75.0,90.40,17.3,82.60,,,,,7.7,85.50,,,,
Tony Zych,Mariners,1,2.2,12,27,39,51.3,95.50,43.6,83.70,,,,,5.1,85.50,,,,
Connor Sadzeck,Rangers,2,2,18,18,36,52.8,97.20,38.9,88.60,,,8.3,78.70,,,,,,
Lou Trivino,Athletics,1,1,4,7,11,45.5,97.80,,,45.5,94.40,9.1,82.00,,,,,,
Kyle McGowin,Nationals,1,4,34,34,68,64.7,90.90,25.0,81.60,,,,,10.3,83.00,,,,
Rob Zastryzny,Cubs,1,3.2,23,34,57,59.7,89.40,,,21.1,84.50,15.8,78.40,3.5,82.00,,,,
Tyler Danish,White Sox,1,5,43,61,104,53.9,89.70,10.6,81.30,12.5,84.20,7.7,76.80,15.4,79.10,,,,
Jonathan Holder,Yankees,1,1,10,9,19,68.4,91.90,26.3,80.00,,,,,5.3,85.00,,,,
Jeffrey Springs,Rangers,2,5,26,50,76,61.8,91.40,15.8,82.10,,,,,22.4,78.90,,,,
Matthew Festa,Mariners,1,1,5,8,13,61.5,92.80,30.8,87.50,,,7.7,81.00,,,,,,
Bryse Wilson,Braves,1,5,35,52,87,71.3,95.00,14.9,82.60,,,,,13.8,86.60,,,,
Jason Lane,Padres,1,6,24,68,92,52.2,85.50,9.8,76.90,,,2.2,73.50,35.9,78.10,,,,
Wilmer Font,Rays,5,21,130,214,344,64.8,94.80,13.7,82.60,,,12.2,75.70,,,9.3,85.30,,
Zach Kroenke,Diamondbacks,1,5,28,43,71,78.9,90.70,2.8,81.50,,,,,18.3,84.00,,,,
Ian Thomas,Dodgers,1,5,32,49,81,58.0,90.20,12.4,86.70,,,9.9,71.30,19.8,79.80,,,,
Ryan Merritt,Indians,5,24.2,125,236,361,33.2,87.00,,,26.3,84.90,14.1,71.90,26.3,81.40,,,,
Red Patterson,Dodgers,1,4.2,37,50,87,58.6,87.40,6.9,81.30,,,11.5,75.40,23.0,78.70,,,,
Alex Reyes,Cardinals,6,32.2,214,349,563,61.6,95.70,8.9,83.70,,,7.3,77.50,22.2,87.40,,,,
Craig Breslow,Red Sox,2,9.1,45,76,121,44.6,89.80,,,22.3,84.90,6.6,72.60,26.5,78.60,,,,
Clayton Kershaw,Dodgers,265,1817.2,8942,17875,26817,57.6,92.90,28.0,86.40,,,12.6,73.60,1.8,84.50,,,,
B.J. Rosenberg,Phillies,1,4,16,38,54,68.5,96.20,18.5,85.20,,,,,13.0,88.00,,,,
Steve Geltz,Rays,2,4,18,36,54,64.8,92.30,25.9,81.10,,,,,9.3,81.80,,,,
Eric Jokisch,Cubs,1,4,45,41,86,61.6,89.80,10.5,84.40,,,3.5,74.00,24.4,79.30,,,,
J.R. Graham,Twins,1,4,18,45,63,71.4,95.40,23.8,84.10,,,,,4.8,83.00,,,,
Duane Underwood Jr.,Cubs,1,4,30,47,77,53.3,92.40,,,,,19.5,74.50,27.3,85.00,,,,
Walker Buehler,Dodgers,23,136.1,701,1437,2138,59.8,96.20,13.5,87.00,9.3,91.70,13.9,80.30,3.6,90.00,,,,
Joshua James,Astros,3,15.1,88,155,243,60.9,96.90,16.1,85.40,,,2.9,82.00,20.2,88.40,,,,
Tyler Thornburg,Brewers,10,57,351,573,924,59.8,92.00,,,,,24.1,76.50,16.2,81.90,,,,
Jose Fernandez,Marlins,76,471.1,2464,4864,7328,55.1,95.20,21.3,83.70,,,12.6,81.40,11.0,87.90,,,,
Framber Valdez,Astros,5,24.1,197,230,427,70.7,92.00,,,,,27.9,79.80,1.4,87.30,,,,
Shawn Hill,Blue Jays,4,20.2,139,222,361,63.0,88.60,1.2,83.50,,,4.6,74.40,31.2,80.00,,,,
Diego Castillo,Rays,11,17,82,184,266,58.7,99.30,41.4,90.40,,,,,,,,,,
Jacob deGrom,Mets,139,897.2,4541,9404,13945,57.7,94.70,19.8,89.50,,,9.5,81.20,13.0,86.80,,,,
Daniel Poncedeleon,Cardinals,4,19.1,123,242,365,63.3,93.00,,,16.7,89.30,2.7,76.70,17.3,82.70,,,,
Dereck Rodriguez,Giants,19,112,632,1120,1752,53.0,91.30,11.6,85.80,,,19.0,75.40,16.3,84.30,,,,
Justin Duchscherer,Athletics,5,28,170,269,439,43.2,84.60,,,29.2,80.30,26.9,68.90,0.7,79.30,,,,
Chris Sale,- - -,207,1387,7143,14558,21701,53.7,93.50,26.6,79.10,,,0.0,75.00,19.7,85.00,,,,
Max Fried,Braves,9,40,271,392,663,61.8,92.40,,,,,25.9,73.80,12.2,83.80,,,,
Noah Syndergaard,Mets,86,517.1,2740,5429,8169,57.8,97.50,15.4,91.30,,,13.0,81.80,13.8,89.50,0.0,92.00,,
Cliff Lee,- - -,134,960,4171,9837,14008,56.5,91.10,0.9,80.00,20.3,86.60,8.2,74.70,14.1,84.30,,,,
Blake Snell,Rays,74,399,2701,4211,6912,54.1,94.70,11.3,85.80,,,15.1,79.70,19.5,86.50,,,,
Rich Hill,- - -,73,406.2,2149,4406,6555,53.6,89.50,5.3,75.70,1.4,85.10,38.5,74.10,1.3,83.10,,,,
Matt Belisle,Rockies,1,3,12,37,49,75.5,89.80,20.4,86.00,,,4.1,72.00,,,,,,
Blake Treinen,Nationals,7,36,178,335,513,77.6,94.50,13.4,83.60,,,,,9.0,85.30,,,,
Jonathan Loaisiga,Yankees,4,18,126,227,353,53.3,95.90,0.3,88.00,,,34.6,84.50,11.9,87.80,,,,
Neftali Feliz,Rangers,7,41.2,302,419,721,65.9,94.70,15.3,83.30,,,5.0,78.60,13.9,86.30,,,,
Johnny Cueto,- - -,231,1495,8376,15095,23471,51.4,92.40,13.9,84.10,15.9,87.60,3.2,80.40,15.6,83.00,,,,
Madison Bumgarner,Giants,251,1628.1,8604,16765,25369,45.6,91.50,33.9,87.00,,,14.3,76.40,6.2,83.70,,,,
Bobby Cramer,Athletics,4,23.2,127,240,367,44.2,87.90,,,17.6,86.50,36.5,76.20,1.7,77.20,,,,
Corey Kluber,Indians,196,1296.2,6469,12928,19397,48.5,92.70,,,26.3,88.90,18.9,83.40,6.3,85.00,,,,
Kyle Hendricks,Cubs,132,787,4216,7916,12132,64.4,87.30,,,2.2,86.20,7.7,74.50,25.7,79.30,,,,
Stephen Fife,Dodgers,16,86,503,872,1375,53.3,89.30,8.2,84.40,,,26.7,77.80,11.9,84.40,,,,
Stephen Strasburg,Nationals,206,1229.2,6709,12776,19485,59.0,95.30,4.3,88.90,,,19.7,81.10,17.0,88.50,,,,
Max Scherzer,- - -,292,1891.1,10139,20332,30471,56.9,93.70,18.6,85.30,1.5,88.70,5.7,78.10,17.4,84.20,,,,
Justin Verlander,- - -,287,1919,10679,20653,31332,57.6,94.20,14.7,86.60,0.1,91.30,16.1,79.40,11.6,85.20,,,,
Tim Cooney,Cardinals,6,31.1,185,296,481,48.6,89.60,8.7,81.20,,,20.1,74.40,22.6,82.20,,,,
Matt Fox,Twins,1,5.2,35,55,90,65.9,89.60,25.0,84.70,,,6.8,77.30,2.3,83.50,,,,
David Price,- - -,265,1770.1,9201,18438,27639,58.5,94.10,1.9,88.30,13.7,88.50,9.4,78.80,16.4,84.60,,,,
Zack Greinke,- - -,278,1775.1,10048,17762,27810,52.8,91.80,16.6,84.90,3.0,87.60,12.7,73.10,14.9,86.90,,,,
Hyun-Jin Ryu,Dodgers,96,553.2,3163,5754,8917,47.3,90.50,10.3,82.50,7.6,86.90,13.2,72.30,21.5,80.70,,,,
Roy Halladay,Phillies,103,702.2,3453,7083,10536,27.6,91.70,,,39.0,90.20,19.1,77.10,3.9,84.20,10.5,82.40,,
Brad Keller,Royals,20,118,706,1179,1885,69.1,93.70,26.7,85.50,,,,,4.2,88.20,,,,
Felix Hernandez,Mariners,265,1747.1,9479,17243,26722,50.3,92.20,8.9,85.00,0.0,86.00,17.3,80.30,23.6,88.30,,,,
Cole Hamels,- - -,278,1813.1,9841,18463,28304,48.3,92.00,,,18.5,88.50,10.6,77.80,22.6,83.50,,,,
Miguel Batista,- - -,11,52,374,527,901,62.6,91.70,,,30.5,85.10,0.9,75.60,6.1,81.40,,,,
Mike Clevinger,Indians,63,355,2256,3726,5982,54.0,93.20,19.8,80.50,,,11.1,75.30,15.1,87.20,,,,
Cory Luebke,Padres,25,147.1,875,1641,2516,68.3,91.40,18.0,84.00,,,3.8,76.70,9.9,84.70,,,,
Shohei Ohtani,Angels,10,51.2,328,525,853,46.4,96.70,24.6,81.50,,,6.6,73.90,,,22.4,87.30,,
Alex Wood,- - -,129,753.1,4125,7683,11808,55.2,90.10,,,,,23.9,81.30,20.9,83.50,,,,
Touki Toussaint,Braves,5,27,180,256,436,54.1,93.20,,,,,25.5,75.50,,,20.4,84.50,,
Chris Carpenter,Cardinals,72,489.1,2648,4773,7421,50.5,91.90,23.1,87.20,,,23.4,74.50,3.1,84.80,,,,
Aaron Nola,Phillies,93,569,2955,5835,8790,54.2,91.50,,,,,30.6,77.30,15.1,83.90,,,,
Hiroki Kuroda,- - -,160,1018.1,5805,10054,15859,52.1,91.80,26.2,83.70,0.5,89.80,3.6,77.00,,,17.6,86.60,,
Kris Medlen,- - -,72,434,2276,4332,6608,58.4,89.80,0.0,83.00,3.0,86.00,16.6,77.30,22.1,81.80,,,,
Carlos Martinez,Cardinals,118,712.1,3957,7269,11226,55.9,95.30,22.9,85.00,2.6,90.50,2.4,81.00,16.2,87.10,,,,
Brandon Beachy,- - -,48,275.2,1669,2966,4635,61.3,91.40,16.9,82.30,,,9.9,73.10,11.9,80.40,,,,
Gerrit Cole,- - -,159,982.2,5401,10255,15656,63.0,95.90,17.7,87.90,,,13.1,82.20,6.1,88.10,,,,
Hisashi Iwakuma,Mariners,136,853.1,4051,8379,12430,48.8,88.80,19.4,81.00,2.4,85.00,6.4,71.80,,,23.1,84.50,,
Daniel Corcino,Reds,3,16,111,149,260,60.8,88.90,29.6,81.10,,,,,9.6,83.60,,,,
Ryne Stanek,Rays,29,40,250,427,677,61.2,97.80,24.7,89.10,,,,,,,14.2,87.90,,
Adam Wainwright,Cardinals,199,1283,6898,12731,19629,42.5,90.40,4.9,85.50,21.1,86.40,27.4,74.00,4.3,83.00,,,,
Alexi Ogando,Rangers,48,267.2,1579,2750,4329,62.5,94.50,28.7,81.00,,,,,8.9,85.50,,,,
Josh Johnson,- - -,84,516.2,3161,5382,8543,59.3,93.70,24.8,87.20,,,9.0,78.60,6.9,87.20,,,,
Tsuyoshi Wada,Cubs,20,100.2,591,1071,1662,59.5,88.80,18.5,81.30,0.9,85.40,4.8,72.90,16.3,81.30,,,,
Kyle Freeland,Rockies,61,352,2134,3582,5716,57.3,91.80,4.4,80.20,27.3,86.00,,,11.0,85.80,,,,
Jaime Barria,Angels,26,129.1,823,1348,2171,49.6,91.20,36.3,81.80,,,,,14.1,82.60,,,,
James Paxton,Mariners,102,582.1,3334,6164,9498,65.3,95.40,,,11.0,89.30,18.4,81.20,5.3,87.00,,,,
Andy Pettitte,Yankees,63,389.2,2117,3910,6027,53.0,88.80,,,25.9,82.80,13.6,74.90,7.5,80.10,,,,
Jarlin Garcia,Marlins,7,34,202,318,520,52.3,92.10,21.5,85.00,,,,,26.2,85.40,,,,
Sandy Alcantara,Marlins,6,34,222,345,567,60.1,95.50,19.9,85.90,,,6.9,82.20,13.1,89.20,,,,
Garrett Richards,Angels,115,681.2,4093,6831,10924,61.7,95.50,30.6,87.30,,,6.1,79.20,1.6,87.10,,,,
Jon Lester,- - -,289,1808,10965,18658,29623,51.8,92.20,,,25.4,88.80,14.3,75.60,8.5,85.20,,,,
Dallas Braden,Athletics,33,210.2,1049,2052,3101,57.0,86.70,10.9,74.40,5.6,83.60,0.0,,26.5,72.30,,,,
Yu Darvish,- - -,139,872.1,5237,9065,14302,48.8,93.20,22.7,81.80,14.4,89.10,9.2,73.60,2.0,86.60,3.0,88.80,,
Gio Gonzalez,- - -,283,1681.1,10961,17401,28362,63.8,91.70,,,,,22.6,77.90,13.7,83.40,,,,
Michael Soroka,Braves,5,25.2,147,258,405,68.3,92.60,22.3,85.30,,,,,9.4,82.20,,,,
Tim Hudson,- - -,169,1064.2,5675,10107,15782,57.6,89.80,20.2,84.10,2.6,89.00,8.6,75.80,2.2,80.80,8.9,81.70,,
Chad Gaudin,Giants,12,66.1,404,641,1045,66.6,90.30,23.0,79.10,,,,,10.4,85.00,,,,
Trevor Williams,Pirates,57,313.1,1806,3192,4998,70.5,91.20,15.4,82.70,,,1.1,76.60,13.0,83.90,,,,
Micah Owings,Diamondbacks,4,20.1,87,209,296,1.4,86.00,10.8,81.10,76.4,86.40,,,11.5,79.50,,,,
Mat Latos,- - -,179,1092.2,6087,11146,17233,59.7,92.30,22.2,85.00,0.1,89.00,9.9,77.70,6.4,82.80,1.9,80.60,,
Alex Colome,Rays,19,103.2,628,1027,1655,57.8,94.00,21.6,87.10,,,5.8,78.30,14.8,85.70,,,,
Jered Weaver,- - -,221,1395.2,7908,14112,22020,53.6,87.00,14.4,79.00,,,15.9,70.00,16.2,77.40,,,,
Masahiro Tanaka,Yankees,132,824.1,4109,8333,12442,31.3,91.50,27.1,83.90,8.0,89.00,5.7,76.00,0.4,84.30,27.6,87.10,,
Jake Arrieta,- - -,222,1320.1,7906,13405,21311,58.4,93.30,4.6,86.40,15.8,89.50,14.3,79.30,6.9,87.40,,,,
Lance Lynn,- - -,190,1095.2,7173,11676,18849,77.7,92.30,9.9,87.20,,,9.1,79.20,3.3,84.40,,,,
Matt Chico,Nationals,1,5,28,51,79,61.8,86.80,19.7,79.90,,,,,18.4,81.50,,,,
Casey Sadler,Pirates,1,5,26,51,77,70.1,90.70,18.2,85.70,,,,,11.7,84.20,,,,
C.J. Wilson,- - -,186,1149.2,7589,11762,19351,51.4,91.00,12.6,82.90,13.1,88.20,13.2,77.10,9.7,84.40,,,0.0,79.50
Dallas Keuchel,Astros,183,1168,6815,11402,18217,54.9,89.20,19.1,79.10,11.1,86.40,1.9,73.20,13.1,78.70,,,,
Tanner Roark,Nationals,141,858,5084,8798,13882,62.0,91.80,14.6,84.90,0.5,89.30,12.4,75.60,10.6,83.20,,,,
Jose Quintana,- - -,215,1307,7951,13550,21501,59.5,91.60,,,6.6,88.50,24.5,78.50,9.3,85.80,,,,
Miles Mikolas,- - -,42,258,1235,2700,3935,51.7,93.60,23.7,87.70,,,19.1,78.00,4.5,86.80,1.0,89.20,,
Julio Teheran,Braves,193,1177.2,6605,12006,18611,61.5,90.90,21.3,81.10,,,9.1,72.70,8.0,82.10,,,,
Jameson Taillon,Pirates,75,428.2,2368,4464,6832,61.0,95.00,7.9,89.80,,,23.3,81.30,7.7,87.70,,,,
Mark Rogers,Brewers,9,47,318,481,799,65.2,93.60,21.6,83.40,,,10.9,79.10,2.4,81.70,,,,
Daniel Hudson,- - -,58,367,2019,3724,5743,62.8,93.00,14.5,86.50,0.7,88.30,0.2,74.10,21.8,83.40,,,,
R.A. Dickey,- - -,252,1627.2,8468,16523,24991,14.6,83.00,,,,,0.1,70.30,2.0,72.40,,,83.4,76.20
Luis Severino,Yankees,85,494.2,2772,5398,8170,51.3,97.10,35.2,88.40,,,,,13.5,87.90,,,,
Tim Stauffer,Padres,42,238,1441,2404,3845,50.5,90.60,4.1,86.10,23.1,85.90,12.2,76.80,10.1,80.60,,,,
Johan Santana,Mets,50,316,1689,3255,4944,58.6,89.00,16.7,81.20,,,,,24.7,78.60,,,,
Clay Buchholz,- - -,172,1060,5999,10596,16595,46.2,92.30,3.2,90.00,18.9,88.20,14.8,77.40,15.4,80.50,1.7,85.60,,
Jarrod Parker,- - -,62,384,2229,3668,5897,63.5,92.00,13.6,82.90,,,1.1,75.40,21.8,81.30,,,,
Carlos Carrasco,Indians,166,1010,5235,10299,15534,52.2,93.90,19.0,86.00,,,12.3,82.10,16.5,87.90,,,,
Andrew Kittredge,Rays,3,7.1,46,80,126,46.8,93.30,49.2,83.90,,,,,4.0,87.40,,,,
Kyle McPherson,Pirates,3,14.2,96,152,248,65.2,92.30,,,,,23.5,76.90,11.3,83.20,,,,
Michael Wacha,Cardinals,127,724.2,4159,7644,11803,54.4,93.90,,,14.4,89.90,11.4,75.50,19.8,86.20,,,,
Lance McCullers Jr.,Astros,80,451.1,2834,4714,7548,43.7,94.20,0.1,88.20,,,44.4,85.30,11.8,88.20,,,,
Sonny Gray,- - -,146,879.1,5178,8672,13850,55.0,93.00,12.8,85.50,4.2,92.60,19.4,81.20,8.6,88.20,,,,
Chris Archer,- - -,187,1109.2,6648,11754,18402,53.7,94.80,38.0,87.70,,,0.3,81.60,8.1,86.20,,,,
Aaron Sanchez,Blue Jays,69,399,2519,3872,6391,72.1,94.40,0.4,87.40,0.2,93.30,14.7,78.60,12.6,88.50,,,,
Zack Wheeler,Mets,95,554,3518,5962,9480,62.5,95.10,17.3,89.20,,,12.7,78.70,5.1,87.90,2.4,89.60,,
Doug Fister,- - -,216,1334,7408,13687,21095,60.2,88.30,13.8,84.80,0.0,85.00,14.4,73.40,11.7,80.80,,,,
Tony Cingrani,Reds,30,159.2,1081,1700,2781,78.5,91.50,7.6,79.10,,,4.5,75.80,9.5,85.30,,,,
Roy Oswalt,- - -,70,423.1,2192,4446,6638,57.5,91.90,11.9,84.20,,,13.7,71.60,17.0,82.40,,,,
Jack Flaherty,Cardinals,33,171.1,1086,1843,2929,55.6,92.70,29.2,83.80,,,11.4,77.30,3.7,86.00,,,,
Matt Harvey,- - -,128,757.1,4084,7940,12024,59.6,94.90,18.7,89.10,,,10.1,83.00,11.6,87.10,,,,
Matt Cain,Giants,194,1199.2,6812,12262,19074,53.8,91.00,17.9,85.80,0.3,88.50,13.9,77.10,14.2,85.10,,,,
Alex Cobb,- - -,143,852.1,4853,8662,13515,47.5,91.30,,,,,23.6,80.30,29.0,86.00,,,,
Matt Harrison,Rangers,77,475,2897,4776,7673,64.3,92.00,9.1,86.30,,,12.7,78.00,13.9,82.40,,,,
Ross Stripling,Dodgers,37,187,1055,1980,3035,44.0,91.10,23.2,86.80,,,22.1,79.30,10.6,83.40,,,,
Chad Jenkins,Blue Jays,6,28.2,167,280,447,71.8,89.70,10.5,83.60,,,,,17.8,81.70,,,,
Aaron Wilkerson,Brewers,3,14.1,80,137,217,54.4,89.20,17.5,82.80,,,18.9,74.50,9.2,83.10,,,,
Jordan Zimmermann,- - -,234,1396.1,7013,14598,21611,60.2,93.10,23.5,86.80,,,13.0,79.30,3.1,86.60,0.3,87.60,,
Wandy Rodriguez,- - -,128,763,4574,7939,12513,55.8,89.20,0.0,,,,34.4,75.60,9.8,83.40,,,,
Julio Urias,Dodgers,20,92.2,627,1053,1680,55.0,92.70,14.5,85.20,,,14.9,76.20,15.6,80.50,,,,
CC Sabathia,Yankees,250,1580.2,8650,16163,24813,47.6,91.80,24.2,80.50,10.9,89.00,2.8,77.90,14.4,84.90,0.0,93.00,,
Ted Lilly,- - -,76,458,2287,4763,7050,54.2,87.10,17.0,81.70,,,11.2,70.70,17.6,78.70,,,,
Michael Fulmer,Tigers,75,456,2520,4584,7104,58.9,95.50,24.0,87.80,,,0.2,78.60,17.0,87.20,,,,
Ervin Santana,- - -,244,1561.2,8953,15379,24332,55.0,92.40,36.2,83.20,,,0.1,77.50,8.7,85.10,,,,
Henderson Alvarez,- - -,95,577.2,2965,5534,8499,67.4,93.20,11.8,83.10,1.5,88.90,0.9,64.50,18.3,87.70,,,,
Jhoulys Chacin,- - -,201,1162.1,7034,11590,18624,56.4,90.40,26.1,80.70,1.2,87.20,7.1,77.70,8.4,83.20,0.7,86.30,,
Mark Buehrle,- - -,192,1222.1,6685,12038,18723,46.8,84.70,3.7,79.20,17.4,81.10,9.4,71.70,22.7,78.60,,,,
Jaime Garcia,- - -,187,1092.2,6033,10655,16688,58.3,90.00,3.1,81.90,14.9,84.30,7.5,73.20,16.3,82.40,,,,
Danny Salazar,Indians,104,581.2,3502,6359,9861,68.4,94.90,8.3,85.80,,,3.6,80.40,19.7,85.60,,,,
Jordan Montgomery,Yankees,35,182.2,1076,1904,2980,41.7,91.70,12.2,86.00,,,26.3,80.40,19.7,84.20,,,,
Kenta Maeda,Dodgers,77,409.2,2353,4398,6751,43.4,90.90,26.9,82.80,3.0,87.30,15.4,74.20,11.3,83.40,,,,
Marcus Stroman,Blue Jays,108,654.2,3712,6522,10234,56.8,92.90,16.2,86.60,10.5,90.40,10.7,82.50,5.9,84.00,,,,
Shelby Miller,- - -,124,704.2,4091,7475,11566,68.2,93.70,,,12.8,87.80,15.3,78.40,3.6,85.70,,,,
Andrew Chafin,Diamondbacks,3,14,109,149,258,68.5,90.70,18.3,80.00,,,,,13.2,82.00,,,,
Gabriel Moya,Twins,6,7,54,89,143,39.2,89.20,9.1,81.40,,,8.4,80.40,43.4,81.50,,,,
Dietrich Enns,Twins,1,2.1,16,37,53,62.3,89.50,24.5,79.90,,,,,13.2,81.00,,,,
Ryan Borucki,Blue Jays,17,97.2,589,993,1582,58.7,91.50,18.0,79.90,,,,,23.3,83.40,,,,
Chase Anderson,- - -,133,716,4326,7487,11813,56.9,91.80,,,6.0,88.90,16.4,77.10,20.7,82.00,,,,
Raisel Iglesias,Reds,21,120.2,697,1297,1994,57.8,91.40,29.8,81.80,,,,,12.5,85.10,,,,
Adam Warren,- - -,21,111.1,710,1144,1854,48.2,92.20,25.6,86.60,,,10.1,79.00,16.1,84.00,,,,
Tyson Ross,- - -,135,773.1,4967,7822,12789,54.1,92.70,37.8,85.80,4.9,89.50,,,3.3,86.50,,,,
Jerad Eickhoff,Phillies,66,379.2,2182,3774,5956,52.5,90.80,17.0,82.90,,,26.8,75.60,3.8,83.80,,,,
Brett Myers,- - -,69,453.2,2505,4498,7003,46.8,88.80,23.2,83.00,,,21.3,75.80,8.6,82.60,,,,
Luis Castillo,Reds,46,259,1507,2755,4262,59.0,96.40,15.9,84.00,,,,,25.1,86.60,,,,
Junior Guerra,Brewers,60,320.2,2025,3208,5233,66.0,92.90,14.7,82.50,,,,,,,19.3,85.30,,
Chad Billingsley,- - -,97,578.1,3532,5962,9494,56.4,91.40,3.1,84.10,18.5,88.10,17.0,76.00,5.1,85.10,,,,
Yordano Ventura,Royals,93,546,3369,5532,8901,60.1,96.50,,,3.1,93.40,21.1,83.30,15.8,86.90,,,,
Dan Haren,- - -,193,1191,6703,12413,19116,38.2,88.80,,,38.3,85.00,8.7,77.60,,,14.7,83.90,,
Matt Shoemaker,Angels,93,529.1,2914,5341,8255,51.4,90.90,15.8,82.10,,,5.1,75.70,0.1,84.00,27.6,84.40,,
Jarred Cosart,- - -,72,386.1,2677,3942,6619,71.1,93.50,0.7,79.80,,,22.5,78.50,5.7,82.90,,,,
Sean Manaea,Athletics,80,459,2413,4746,7159,57.6,91.50,14.8,79.50,,,,,27.6,83.40,,,,
Ryan Vogelsong,- - -,146,836.2,5170,8630,13800,51.4,90.70,,,17.9,87.60,18.8,76.50,11.8,83.30,,,,
Chris Bassitt,- - -,30,168.2,1051,1810,2861,54.5,92.60,22.5,85.20,,,16.2,71.50,6.9,83.20,,,,
Anibal Sanchez,- - -,237,1407.2,8195,14789,22984,49.6,91.70,18.8,85.30,3.7,88.70,8.7,77.40,19.3,83.70,,,,
Shaun Marcum,- - -,103,618.2,3565,6324,9889,37.0,86.70,8.8,80.20,18.3,84.40,12.2,72.60,23.8,80.00,,,,
Josh Collmenter,- - -,78,454.2,2501,4688,7189,68.5,86.30,,,,,6.4,70.90,25.2,77.30,,,,
Jeff Karstens,Pirates,60,345.1,1657,3379,5036,53.8,89.00,16.2,79.60,1.0,85.80,16.8,71.00,12.1,80.30,,,,
Brandon McCarthy,- - -,141,845,4129,8676,12805,48.3,92.00,1.2,83.90,28.2,90.50,20.3,80.20,1.9,84.90,0.1,83.50,,
Drew Smyly,- - -,85,483,2871,5267,8138,54.2,90.30,5.8,79.80,14.7,84.90,20.2,76.60,5.1,80.90,,,,
Jayson Aquino,Orioles,2,11.1,63,113,176,45.5,88.70,24.4,85.10,,,9.1,77.00,21.0,80.80,,,,
Jake Odorizzi,- - -,158,859.2,5658,9659,15317,54.8,91.20,10.5,83.00,7.4,86.00,4.9,71.30,22.4,84.40,,,,
Trevor Bauer,- - -,150,882,5662,9191,14853,49.4,93.60,9.8,83.10,9.3,87.40,20.2,78.20,8.8,85.50,2.5,86.50,,
Steven Matz,Mets,71,388.2,2327,4265,6592,61.1,93.50,7.8,87.60,,,17.6,78.20,13.6,83.80,,,,
Mike Fiers,- - -,153,863,5078,9165,14243,50.8,89.30,4.1,81.90,11.1,86.10,18.1,72.80,16.0,82.70,,,,
Patrick Corbin,Diamondbacks,154,908,5036,9078,14114,59.5,91.70,30.5,80.90,,,2.0,72.50,8.0,82.80,,,,
J.A. Happ,- - -,231,1316,8392,14283,22675,68.8,91.40,12.1,84.50,,,8.0,77.30,11.1,84.00,,,,
Mike Leake,- - -,264,1627.1,8565,15820,24385,44.8,89.90,11.3,81.00,23.5,88.80,9.6,78.50,10.7,83.90,,,,
Dustin Moseley,- - -,30,176,1066,1685,2751,49.3,88.90,4.4,85.10,13.8,86.30,20.2,77.10,12.3,83.20,,,,
John Gant,- - -,28,135.1,827,1463,2290,56.1,92.80,4.7,83.90,,,14.3,75.80,24.9,81.40,,,,
Brett Oberholtzer,- - -,44,250.1,1363,2630,3993,56.7,89.60,,,2.5,82.50,17.1,79.10,23.7,80.70,,,,
Danny Duffy,Royals,158,889.2,5379,9565,14944,59.6,93.50,15.7,82.70,,,9.0,76.60,15.8,84.00,,,,
Taijuan Walker,- - -,93,518,3091,5516,8607,61.6,94.00,4.9,86.60,6.2,89.30,10.7,75.40,16.7,88.50,,,,
Brad Peacock,- - -,68,351.1,2296,3824,6120,56.9,92.20,21.9,82.40,,,14.0,76.20,7.1,80.50,,,,
Andrew Cashner,- - -,165,949.2,5653,9809,15462,65.0,93.90,16.3,85.70,,,6.1,80.90,12.5,84.70,,,,
Felix Pena,Angels,17,90,496,866,1362,58.1,92.40,,,,,34.9,82.00,7.1,85.20,,,,
Collin McHugh,- - -,111,645.2,3771,6879,10650,38.9,90.60,22.1,85.90,9.7,86.70,24.8,72.70,4.6,83.20,,,,
Jon Niese,- - -,189,1131.1,6320,11695,18015,51.4,89.70,0.4,80.20,23.8,87.00,16.9,74.40,7.6,82.80,,,,
